Batch_ID,Flour_kg_mean,Flour_kg_min,Flour_kg_median,Flour_kg_q25,Flour_kg_q75,Flour_kg_kurtosis,Flour_kg_trend_r2,Flour_kg_trend_pvalue,Sugar_kg_trend_slope,Sugar_kg_num_peaks,Sugar_kg_num_valleys,Yeast_kg_max,Yeast_kg_trend_slope,Yeast_kg_trend_r2,Yeast_kg_trend_pvalue,Salt_kg_max,Salt_kg_q75,Salt_kg_skewness,Salt_kg_kurtosis,Salt_kg_trend_slope,Salt_kg_trend_r2,Salt_kg_trend_pvalue,Mixer_Speed_RPM_q25,Mixer_Speed_RPM_num_valleys,Mixing_Temp_C_min,Mixing_Temp_C_range,Mixing_Temp_C_num_peaks,Fermentation_Temp_C_q25,Fermentation_Temp_C_kurtosis,Fermentation_Temp_C_num_valleys,Oven_Temp_C_std,Oven_Temp_C_trend_slope,Oven_Temp_C_trend_r2,Oven_Temp_C_trend_pvalue,Oven_Humidity_pct_max,Oven_Humidity_pct_skewness,Water_Temp_C_Oven_Temp_C_diff_std,Mixing_Temp_C_Oven_Temp_C_diff_std,Mixing_Temp_C_Oven_Temp_C_correlation,Fermentation_Temp_C_Oven_Temp_C_diff_std,rpm_per_kg_flour,Flour_kg_mean_deviation,Mixer_Speed_RPM_max_consecutive_oot,Mixing_Temp_C_max_deviation,Mixing_Temp_C_critical_deviation_ratio,Oven_Temp_C_deviation_std,Oven_Humidity_pct_max_consecutive_oot,Yeast_kg_stability,Mixing_Temp_C_stability,Mixing_Temp_C_mean_change_rate,Final_Weight,Quality_Score
1,9.975822173454544,9.473368631,9.978489761,9.788889309,10.135566834999999,-0.0773541099540731,0.0061549451890352685,0.5691245867454916,-0.0011313663158730165,15,15,2.175911715,-0.0006461238794372294,0.012783825420533785,0.41113533603097885,1.098457861,1.049219154,-0.37118334336536457,-0.6675683301039466,-0.00031805194033189,0.012140916269956928,0.4232280395500827,135.30250215,4,34.83942048,6.21479832,11,36.873270135,-0.005047644390645534,16,0.9384712419112891,-0.019614678405483435,0.11212176269178711,0.012460015246738954,46.70264467,-0.08939975339103677,1.4224380452882541,2.2562359534318626,-0.34436141401145215,0.9535641359713259,15.121636670122092,-0.2417782654545468,21,8.317314526315785,0.0,0.5213729121729384,0,0.9164001657861507,0.6575384681598146,0.01610325202194761,45.59,96.19
2,10.005623963392157,9.500765156,9.963663028,9.823654593499999,10.140032825,-0.22676755231107215,0.0027220537138883728,0.7161546860043885,0.001986730539366521,10,12,2.10969785,-0.0004947674572850682,0.008221951950739194,0.5268635882371593,1.074045343,1.031193176,-0.05279194101290699,-1.0289798230948772,0.0005420083879638009,0.025109829342368876,0.26673331059042077,134.9598436,6,34.68446867,6.403228540000001,10,36.85286544,-0.17374535852456585,11,0.9356852656435368,0.012532901692307719,0.03964933964455787,0.16126469608193308,47.05645133,0.44158051200248377,1.1568179849493132,1.914544034164926,0.14263424317606985,0.9464243538102864,15.10896214774386,0.05623963392156885,21,8.725082447368418,0.0,0.5198251475797426,1,0.9280840723968776,0.6695054192612422,0.013190052580356626,43.44,93.73
3,9.902018596369567,9.410454476,9.8857990575,9.619774572250002,10.1617931825,-0.9145417399677553,0.00016081448385739193,0.9333388316769755,0.0023584735917977174,13,12,2.200242747,0.00033014491199506734,0.0018804946952479407,0.7747602106147613,1.077191915,1.0234066350000002,-0.5636759317653441,0.015522611388123053,0.0003039444123342579,0.010007453704835405,0.5083072313609562,134.80831725000002,3,35.06601533,5.74233263,8,36.864633125000005,0.3243867226421089,10,1.0115894521949624,-0.004202489047178624,0.0031094175064436077,0.7128167719942042,46.61260386,-0.15090580817851168,1.2792327897912592,2.0099818872808117,-0.04091775103608819,0.9959599473373548,15.306695785320716,-0.9798140363043466,19,7.721012289473688,0.0,0.5619941401083125,1,0.9156610114117615,0.6642410809188523,0.01602624739036138,43.8,92.7
4,9.996358930679246,9.382338796,9.994797599,9.815851894,10.1864171,0.257707893754088,0.023878537011339872,0.2692467011498985,-0.0007227398159167925,14,14,2.189514861,0.0003976149221899683,0.0036780031056379524,0.6661899399672304,1.064421681,1.025189467,0.09190875217513511,-1.0800464699343066,5.919428616352183e-05,0.00045789345569605876,0.8791193499857569,135.0559543,5,34.49496327,6.63071162,9,36.91306126,-0.4922743056267187,9,1.0161538992981063,0.008437522625383168,0.016443691036755657,0.36015229274426086,47.24089965,-0.030515292442111118,1.2649871985989316,2.0002609482868077,0.08145055336598421,0.9998780965561753,14.99064717383531,-0.036410693207546946,19,9.223780868421054,0.0,0.5645299440545034,1,0.9175469683353729,0.6508885258508725,0.015373851610942612,44.27,92.4
5,9.97940586774138,9.447118928,9.9571904355,9.78460507325,10.13821269,-0.012657402282875818,0.0010477908411066607,0.8093875074321404,0.0010271203849395514,17,17,2.201355429,-0.0013657771477437023,0.048322492676328474,0.09731063458167345,1.099717247,1.0339050057499999,-0.4564070899597699,0.12727243379417352,8.438807560982301e-06,1.1043028298000122e-05,0.9802486723210146,135.2115763,7,34.27762958,7.033218359999999,13,36.850185635,-0.639249279444245,17,1.0434589619234385,-0.016117604121935452,0.06803759932084018,0.047969580227481164,46.79701034,-0.3309979100280131,1.5668377978083456,2.33651893709767,-0.2632162393584183,1.0908725131555623,14.975440116853541,-0.2059413225862067,22,9.795711631578941,0.0,0.5796994232907992,1,0.9070351727146627,0.6417115161186314,0.01697232101970954,45.58,94.89
6,10.057400698888888,9.267056408,10.020005784999999,9.85244505425,10.269062595000001,-0.1259539118411781,0.018384582130341304,0.32827850565866745,-0.00049998412334667,15,11,2.200965014,-0.0005439922884314839,0.008099183567257709,0.5175220616119928,1.076995757,1.022911142,-0.5067781297594576,-0.11178022048581848,0.0003204159844482565,0.011355821972845796,0.44311449413671566,136.505438275,5,34.98244657,6.5921077100000005,8,36.810812567499994,-0.7473924830404552,16,0.9651131706232495,-0.00682339675242994,0.012371431860393018,0.4232985367171962,47.0604227,-0.0741483768477964,1.2830381145531866,2.0223550593151325,-0.1172072065621842,0.9732549088362458,15.025062108228692,0.5740069888888883,21,9.406721789473686,0.0,0.536173983679583,1,0.9151488276718863,0.6903057457460134,0.013201917214915964,45.53,92.61
7,10.013289944727273,9.256995533,9.991058865,9.7855780065,10.275207875,-0.6425802792108892,0.0037907328392533463,0.6552045539846763,0.001010807102092353,15,15,2.220938713,-0.000984891898412699,0.03248575605981739,0.18790806276897845,1.095114157,1.028689126,0.2991137944641071,-0.8499817344886136,0.000440919264357864,0.019484362185642878,0.30943427335210294,135.59515775,6,34.56519085,6.200068129999998,8,36.857420425,-0.42870592978914734,12,0.8626520349623,-0.005029897503607611,0.008726024717763488,0.4975534900410046,46.90200037,-0.579383392927476,1.3616207718595157,2.0755885203135973,-0.08732868397344985,0.8803137253688735,15.043604839772597,0.1328994472727261,19,9.03897144736842,0.0,0.4792511305346111,1,0.9253498813612447,0.6672450966847598,0.014216639211607552,43.99,93.42
8,10.012843041166667,9.488679885,9.99607572,9.82040094875,10.203414195,-0.4611481533141579,0.002975012986258938,0.7127219259442754,0.00019377147150456299,12,16,2.222011249,0.0010997563890577493,0.02632011765306972,0.2705985317246305,1.088672367,1.0491199502500002,0.014386656750268406,-0.9238622292953167,-0.00018405093991532727,0.0025280961442427133,0.7343207574860598,133.44224425,3,35.09744914,5.781344959999998,8,36.862571405,-0.2966404369386413,14,0.9325432544144511,0.004464797812635752,0.004492847678810237,0.6507957265721216,47.05019939,-0.008234301965561061,1.233532738180149,1.819174306794474,0.10561669355415698,0.9263151566404544,15.039416880404898,0.12843041166666716,20,7.6382917368421,0.0,0.5180795857858063,1,0.9107331133913867,0.6808594095981421,0.014387349063957234,45.05,95.34
9,10.06837779526316,9.519065123,10.1102081,9.789801669,10.27517015,-0.9153841204604891,0.004801427362009807,0.6085307282842948,-0.00011315475090744238,16,18,2.180225366,-0.000720951136375421,0.0278197320515833,0.21495115364965728,1.108625279,1.037602319,-0.06966874548338833,-0.6052070281643389,9.632314862587451e-05,0.0009074652399676777,0.8239681008962747,136.2242175,3,33.74621715,7.178624859999999,10,36.82980431,-0.7619786082079152,16,1.0995885074587923,0.006683330710396729,0.010177640878824314,0.4552485794082316,47.05738519,-0.42688475735839954,1.2496123665481706,2.1000428536778544,0.14939097620092906,1.0903138858376074,14.923618720541853,0.6837779526315796,20,11.194165394736844,0.03508771929824561,0.6108825041437735,1,0.9366214182691155,0.6608781305850074,0.014551180643469861,45.74,97.58
10,9.988909871660713,9.335719544,10.023128419999999,9.8184880435,10.1599999875,-0.3633412242550489,0.026691508671963522,0.2289306258093956,0.00045013236869446337,17,17,2.265707609,-0.0006719363832877645,0.01460909394621543,0.37488889860821606,1.101065807,1.04467529375,-0.43554265037824386,-0.36133028669450074,0.0003143860907382092,0.009785660537716854,0.46823496762354755,135.8342116,4,33.91816723,6.678584409999999,10,36.902563235,-0.30261549468803484,14,1.0358058463910307,0.00011668424470261085,3.3755874177268258e-06,0.9892776887919599,47.13122748,0.027404071326458012,1.2745952242187855,2.1156982833917444,0.010596979907129121,1.0197342033428423,15.122566140467429,-0.1109012833928572,21,10.741665184210522,0.017857142857142856,0.5754476924394616,1,0.9242118760774488,0.6447169513587051,0.016481737492982772,45.19,96.07
11,9.97860111554717,9.310736047,9.947453064,9.77472989,10.15873119,0.03954710232285841,0.04936569329402928,0.10981815298923396,0.0013783475250766031,13,14,2.257691975,-0.00018897603862280159,0.0006573613993831554,0.855398916840681,1.106384283,1.034972505,0.2983722323070635,-0.46644389551998344,8.270671520722453e-05,0.0007020488098804553,0.850619040477465,134.9513562,7,34.55486714,6.296437940000004,7,36.89623396,-0.3892936720772493,15,0.9979478618994835,-0.011335864787937478,0.03077386140186272,0.2089606258079397,47.20967997,0.3842239024913866,1.3989785867340256,2.0800153241129515,-0.12749755524671436,0.9842172232328777,15.099178187124574,-0.21398884452830255,20,9.06613910526316,0.0,0.5544154788330463,1,0.9010938400678762,0.7103719403263227,0.011496533477787164,43.51,95.23
12,9.95018679530909,9.411345212,9.888080864,9.767019186999999,10.198638615,-0.8193658280757847,0.0007144182662450619,0.8464059494167352,-0.0018738037663780615,14,16,2.232256588,-0.0009152567637806653,0.017206573691192,0.3397800494686518,1.072341142,1.031854196,-0.16910256090686,-0.800782177577275,8.323809487734408e-05,0.0008815941410426126,0.8296200893433759,136.00684719999998,5,34.48035613,6.553601830000005,14,36.903019295,-0.5837759235159217,15,0.8171498027425501,0.00836553287878797,0.02690006509411531,0.23148853005856387,46.1972281,-0.4775999005975892,1.105798346964474,1.8384987987120986,0.15913154423403061,0.8305895910671878,15.126788630016128,-0.4981320469090908,20,9.262220710526323,0.0,0.45397211263475007,0,0.9034116188387543,0.6620112850438694,0.01575383053001429,46.42,98.43
13,10.090158767603773,9.53542509,10.06108874,9.949910073,10.32678347,-0.5422807974604815,0.0006383000311444355,0.857488724953863,-0.002192248221174003,17,17,2.264570159,-0.0005794030719238833,0.00869935462901493,0.5065128833477999,1.092383,1.032840291,-0.17743187053443088,-0.7454175738511086,-6.557151757780963e-05,0.0004765046811555821,0.8767058906028216,137.1239733,3,34.41300867,6.672766709999998,10,36.88982399,-0.07301173183761422,16,1.009532715443121,-0.02236171355426544,0.11701936805462099,0.01217105213238367,47.70086647,0.307227421110284,1.4575275172064062,2.273825135514132,-0.37649329522705505,0.9961022206450969,14.988017943564909,0.9015876760377364,20,9.439450868421044,0.0,0.5608515085795116,1,0.9214643677622251,0.665052910837857,0.016040630287063602,45.92,97.61
14,10.030754594526316,9.526645328,10.00885258,9.811146403,10.19650094,-0.10224820897676556,0.011739675523745836,0.4223992064602372,-0.0019849350979388135,16,18,2.201090304,-0.00021979657207674326,0.0022568660978397603,0.7256496971697417,1.090756131,1.030616244,-0.14813341976651478,0.4885187575624874,-9.293511725434328e-05,0.0012442144599606243,0.7944861427195906,135.6488388,5,34.76047272,6.863303359999996,11,36.84481036,-0.6516955467079932,18,0.9254698602517983,-0.009327704213118973,0.02798637026730323,0.21356321133423095,47.38209188,-0.18492532873178796,1.3653704172288497,2.16109218155639,-0.16419542852700397,0.902728637498784,14.967422186446393,0.30754594526315815,21,9.53625284210526,0.0,0.5141499223621101,1,0.9368888829189648,0.703120621994729,0.013309681227837105,44.28,94.45
15,9.977746612571428,9.275047818,10.007134615,9.789206029999999,10.148407679999998,0.4200871865371507,0.0036950597278576523,0.6562904864957304,0.0005960368253930249,15,15,2.182534147,-0.00043034653434723173,0.006276350017067761,0.5616477474593002,1.101802142,1.02076753425,0.022510297066392845,-0.06721412718908226,0.0003635019242993845,0.018691169067851156,0.3150226691101573,137.29543725000002,5,34.57879887,6.6039778600000005,11,36.904132735000005,-0.5565396620226655,15,0.8131381324027034,0.000498898933697755,0.00010013320850079341,0.9416502863188561,47.12981349,-0.29888176897277,1.1954131413307945,2.0668824711995244,0.028513387089517773,0.8414407172853522,15.103788122014684,-0.22253387428571397,19,9.003160868421052,0.0,0.4517434068903907,1,0.9307022268763095,0.6760046836184893,0.01566172631306027,43.43,94.24
16,10.024514238142858,9.463858424,10.043265545,9.83441467675,10.210178492499999,-0.24720564526960542,0.023202597877184775,0.26240111580080305,0.0018953572253930298,14,13,2.188811088,-0.00027920200533151023,0.0020214445513731974,0.7421319853046663,1.105379657,1.0312195532500001,0.007585631023324853,-0.35394191209868753,0.0002517496902939163,0.006956152833784737,0.541117284213869,135.324849275,7,34.86934447,6.320578959999999,11,36.892311925,-0.43119645909897253,13,0.9945594336424328,-0.018146377159945222,0.08855233566071465,0.02592290617315838,46.7578269,-0.06553467879222051,1.5087148463191271,2.1433381286366027,-0.28136525299055704,0.9284366976404262,14.91676966079987,0.24514238142857106,20,8.394535342105264,0.0,0.5525330186902404,1,0.9128631350978,0.686293130592436,0.014495365266981121,44.05,91.97
17,9.992703524678571,9.213952844,9.9998995075,9.838791834,10.182417967500001,0.36703206689077783,0.052405515118628426,0.08968167871675539,1.2990220779218976e-05,17,15,2.183791761,-8.707418680792789e-05,0.0002604239164956859,0.9060303803556887,1.115905113,1.01588588375,0.036922379700743656,0.2807267932984714,0.00021112311425153775,0.005830512516849222,0.5759302004796871,135.27261075,5,34.9322474,6.424378439999998,10,36.875737525000005,-0.9930661271311876,17,0.9296272899984487,0.002733760328092988,0.0023003016005251563,0.7255749920183706,47.21341018,0.31507284276373965,1.2692869371312008,2.007900228356004,0.00815051073464025,0.9226041995451789,15.07257381199925,-0.07296475321428599,20,8.83322589473684,0.0,0.5164596055546937,1,0.9233241842562387,0.6665271754621083,0.01520146131604462,43.49,95.55
18,9.991181579277779,9.27426961,10.007513209999999,9.713532078,10.19211538,-0.40872393412023555,0.0035141403363877595,0.6702532577705385,-0.000590672362035447,16,16,2.207027803,-0.0015519402282065955,0.06754160174128783,0.05771681746485725,1.11773557,1.023642799,0.5559399267370307,0.07733264640909931,0.0005017697534210017,0.031261038437128484,0.20090767345312147,134.526053725,6,34.62256288,6.403604960000003,9,36.863420935,-0.22785513897830656,17,0.9519660145350499,0.0039821213836477845,0.004330731941103656,0.6363645379737148,47.45868437,0.2586205928823971,1.253836335890178,1.7674737504760896,0.04179054733364582,0.9917352293250684,15.069746865136748,-0.08818420722222263,20,8.88799242105264,0.0,0.5288700080750277,1,0.9167407600706093,0.664200040129267,0.015012908512489589,44.3,95.7
19,9.959650693358489,9.392489106,9.926684429,9.782344509,10.18920396,-0.8602945296859521,0.007359499425012192,0.5413466399827884,0.0006052358532494744,17,15,2.19249558,-0.0005773432704402529,0.014986910480052164,0.3825115597094064,1.114660288,1.030664051,0.03371187982955959,0.11067242467755767,0.0007474704118690533,0.06795206825894502,0.059397875023223544,134.0459934,3,34.774729,6.406494209999998,12,36.88606775,-0.1470106963825737,16,0.8107089116000636,0.001330558151910902,0.0006424305863065632,0.8570331648391663,47.47508491,0.1842226591720007,1.1802151698322956,1.9041683551555089,-0.007547394163387417,0.7927937855629722,15.104984345839306,-0.4034930664150942,19,8.487555263157894,0.0,0.4503938397778132,1,0.9341673142103624,0.6818052059317877,0.01464428460910048,43.37,93.6
20,9.915874644367346,9.366795746,9.876357394,9.76923142,10.03958967,0.0034478136811531,0.0006829842576016819,0.8585301436365895,0.001714806488367352,14,13,2.213805521,-7.569258499999885e-05,0.00015785355275039687,0.9317201866582704,1.087605222,1.025117511,-0.1078687649054383,-0.08249514169708494,0.00029592197346938804,0.008692245747309028,0.5240154663287337,134.7658633,3,35.06430627,6.179665279999995,8,36.84613377,0.28705564505282677,12,1.0441846131389543,0.0200292303163266,0.07512055378576016,0.056687649787599256,46.50901538,0.1709732129178487,1.1339766619457594,1.5035048625335612,0.37597779622338307,1.0410776351259456,15.178898946998759,-0.8412535563265321,18,8.536767236842099,0.0,0.5801025628549746,0,0.9313676321086566,0.6936019400497605,0.014542146097655603,43.85,95.99
