Batch_ID,Flour_kg_skewness,Flour_kg_num_peaks,Sugar_kg_kurtosis,Yeast_kg_mean,Yeast_kg_std,Yeast_kg_max,Yeast_kg_q75,Yeast_kg_cv,Yeast_kg_num_peaks,Salt_kg_std,Salt_kg_range,Salt_kg_q75,Salt_kg_kurtosis,Salt_kg_cv,Salt_kg_trend_pvalue,Salt_kg_num_valleys,Water_Temp_C_std,Water_Temp_C_q25,Water_Temp_C_iqr,Water_Temp_C_kurtosis,Water_Temp_C_cv,Mixer_Speed_RPM_min,Mixing_Temp_C_q25,Fermentation_Temp_C_trend_r2,Fermentation_Temp_C_trend_pvalue,Oven_Temp_C_trend_r2,Oven_Temp_C_trend_pvalue,Oven_Humidity_pct_max,Oven_Humidity_pct_iqr,Oven_Humidity_pct_kurtosis,Water_Temp_C_Mixing_Temp_C_correlation,Water_Temp_C_Fermentation_Temp_C_diff_std,Water_Temp_C_Oven_Temp_C_diff_std,Yeast_kg_mean_deviation,Yeast_kg_deviation_std,Yeast_kg_out_of_tolerance_ratio,Yeast_kg_max_consecutive_oot,Salt_kg_deviation_std,Salt_kg_max_deviation,Water_Temp_C_deviation_std,Oven_Humidity_pct_max_consecutive_oot,Yeast_kg_stability,Yeast_kg_mean_change_rate,Yeast_kg_change_rate_std,Yeast_kg_volatility,Salt_kg_stability,Salt_kg_mean_change_rate,Salt_kg_volatility,Water_Temp_C_volatility,Oven_Humidity_pct_mean_change_rate,Final_Weight,Quality_Score
1,0.2392944331927634,16,-0.46603025518750263,2.004387239054545,0.0915524796920026,2.175911715,2.0698802435,0.045676043983989466,16,0.04624417677132288,0.18317065599999993,1.049219154,-0.6675683301039466,0.04551918488762831,0.4232280395500827,14,0.8648542249804555,25.72625676,1.433057875000003,-1.1609362102861807,0.03272863584714594,128.7828034,36.41659047,0.00024212843546776646,0.9102241946579568,0.11212176269178711,0.012460015246738954,46.70264467,1.473947305000003,-0.9781592085995521,0.869757263582852,0.8597112854282427,1.4224380452882541,0.21936195272727255,4.57762398460013,0.10909090909090909,2,4.624417677132288,9.845786099999998,3.263600848982851,0,0.9164001657861507,0.05652541044778011,0.03872637667749807,0.045676043983989466,0.9589521280292539,0.05013729878658945,0.04551918488762831,0.03272863584714594,0.028300014413916934,45.84,93.98
2,0.4541816298922565,14,-0.721744384389428,1.9910064614705885,0.08111661072409848,2.10969785,2.0502688115,0.0407415105344181,14,0.05084874796985454,0.18864187700000012,1.031193176,-1.0289798230948772,0.05129602222246823,0.26673331059042077,14,0.8455710322523733,25.833195064999998,1.3830825450000006,-0.9475747509015253,0.031888799387694546,128.8891151,36.52515058,0.003192768756853871,0.6937031716049991,0.03964933964455787,0.16126469608193308,47.05645133,1.523998585000001,-0.8212082655869004,0.8863375464231661,0.8666128235817735,1.1568179849493132,-0.44967692647058805,4.055830536204923,0.0784313725490196,1,5.084874796985454,11.459653400000002,3.19083408397122,1,0.9280840723968776,0.047077277765435174,0.03822815209843711,0.0407415105344181,0.9532188739835572,0.05766801847244327,0.05129602222246823,0.031888799387694546,0.028830999194882,44.16,89.89
3,0.15241707203180643,15,-0.1565237719883008,2.0004510093913046,0.10218938230639932,2.200242747,2.0789426447499997,0.05108317165812194,10,0.040782100516791826,0.185109011,1.0234066350000002,0.015522611388123053,0.04105823725408469,0.5083072313609562,11,0.9125915760899521,25.68396418,1.528737432499998,-1.0499305435756343,0.03458387656661413,129.3041706,36.44261429,0.03136699396037042,0.23900451617115528,0.0031094175064436077,0.7128167719942042,46.61260386,1.361507214999996,-0.5245361094465024,0.9090584091657405,0.8804333175161134,1.2792327897912592,0.02255046956521705,5.109469115319966,0.15217391304347827,1,4.078210051679183,10.791709599999999,3.4437417965658565,1,0.9156610114117615,0.053604419296536546,0.041941509773976975,0.05108317165812194,0.9616155489164151,0.04545682382691697,0.04105823725408469,0.03458387656661413,0.024263588630720964,43.97,96.23
4,0.20404296405237823,15,-0.3277919293486389,1.9827411637924528,0.10125134958457123,2.189514861,2.052332378,0.05106634765725271,15,0.042721034539374904,0.16290590400000005,1.025189467,-1.0800464699343066,0.04324684693047229,0.8791193499857569,17,0.8885657164995682,25.56334206,1.5776946999999986,-1.2140965783153777,0.0336357579823334,128.4964022,36.52071431,0.10563597013066829,0.017567864864970417,0.016443691036755657,0.36015229274426086,47.24089965,1.2657985099999962,0.02031779746582041,0.9011202534874048,0.8465700373874089,1.2649871985989316,-0.8629418103773576,5.062567479228562,0.16981132075471697,2,4.27210345393749,9.848422300000003,3.3530781754700683,1,0.9175469683353729,0.056477221969916225,0.043828595916435086,0.05106634765725271,0.9595982378701998,0.05480189786098946,0.04324684693047229,0.0336357579823334,0.02448003812987584,44.17,94.73
5,0.30958475164450555,13,-0.6768639624745139,2.001823536275862,0.10491910009300874,2.201355429,2.08252486275,0.052411762671247926,18,0.04288311951155929,0.19434949,1.0339050057499999,0.12727243379417352,0.04267394103412913,0.9802486723210146,16,0.9322349512848896,25.6695154975,1.4804152950000002,-1.076559935604023,0.03521364798433644,129.2851869,36.6555022425,0.0001328160293053182,0.9315770640083425,0.06803759932084018,0.047969580227481164,46.79701034,1.5932835475000005,-0.6293594099126074,0.9350143567517049,0.9436955455396506,1.5668377978083456,0.09117681379310331,5.245955004650437,0.1724137931034483,2,4.288311951155929,9.971724700000006,3.517867740697697,1,0.9070351727146627,0.0649236212803677,0.04284084408283946,0.052411762671247926,0.9599136025336036,0.05088690012718108,0.04267394103412913,0.03521364798433644,0.02960637747712752,45.68,88.99
6,0.012850892855096593,13,-0.07441961490430282,2.008606257611111,0.09509544689443235,2.200965014,2.06752945025,0.04734399613368322,15,0.04730341415316101,0.20166928299999998,1.022911142,-0.11178022048581848,0.047907137592689795,0.44311449413671566,16,0.8679869025432103,25.8014593825,1.414470484999999,-1.0943481686230103,0.032741432850206476,129.7402533,36.6904468675,0.00016120459366213217,0.9273961784488001,0.012371431860393018,0.4232985367171962,47.0604227,1.3673952500000013,-0.4111348011154403,0.9185815013255179,0.874825823359546,1.2830381145531866,0.4303128805555572,4.754772344721617,0.1111111111111111,2,4.7303414153161,12.467352600000003,3.275422273747963,1,0.9151488276718863,0.05333588144798984,0.0426014044116175,0.04734399613368322,0.9578827134938664,0.05646724750933085,0.047907137592689795,0.032741432850206476,0.029766707360056644,45.16,94.18
7,0.021830447969851823,13,-0.2017255502700226,1.9621885676909094,0.08754408559498969,2.220938713,2.009049421,0.04461553136965373,16,0.05060584866829226,0.18947995500000003,1.028689126,-0.8499817344886136,0.05084817724014494,0.30943427335210294,16,1.0014127720689274,25.46203724,1.7706019600000005,-1.1562601769088385,0.03804062397394581,128.5374505,36.038152620000005,0.0007742278326274837,0.8401867662895104,0.008726024717763488,0.4975534900410046,46.90200037,1.3630910749999998,-0.08195863852860974,0.916272437458547,1.0037412675894533,1.3616207718595157,-1.8905716154545458,4.377204279749485,0.10909090909090909,1,5.060584866829225,9.511415700000004,3.7789161210148206,1,0.9253498813612447,0.0478238962673013,0.03643933834322673,0.04461553136965373,0.9532689041718024,0.058630165560281125,0.05084817724014494,0.03804062397394581,0.027454532317474863,46.12,94.9
8,0.1888924913106734,16,-0.56282608561582,2.03763908775,0.09490314750565679,2.222011249,2.1081534565,0.04657505250866121,12,0.051247098569220516,0.19097398399999999,1.0491199502500002,-0.9238622292953167,0.051296003596626165,0.7343207574860598,15,0.8967908918332382,25.727394789999998,1.4183283675000027,-1.0376275649794502,0.033813023054504836,129.0954619,36.3368844175,0.024248978504539234,0.29056133172367254,0.004492847678810237,0.6507957265721216,47.05019939,1.5417897600000003,-0.6621012125728027,0.9294683574543138,0.9184025821230423,1.233532738180149,1.8819543875000004,4.745157375282838,0.1875,2,5.124709856922052,10.230161699999996,3.384116572955616,1,0.9107331133913867,0.05432513313992412,0.03803015164840644,0.04657505250866121,0.9548173006223587,0.06151429326167821,0.051296003596626165,0.033813023054504836,0.02942323149708155,46.44,90.48
9,-0.04438631715485371,16,-0.6795889336837901,2.003059150491228,0.0717447556730354,2.180225366,2.04791972,0.035817592134231684,15,0.05307334651583593,0.225252546,1.037602319,-0.6052070281643389,0.05328484374823118,0.8239681008962747,15,0.8502737595162414,25.91306168,1.233795360000002,-0.8021640394257554,0.03207231996048348,129.2481714,36.43098235,0.0077504032083627085,0.5149167563122203,0.010177640878824314,0.4552485794082316,47.05738519,1.1119391200000024,0.29179573967657824,0.8928888333215613,0.8651573097325188,1.2496123665481706,0.1529575245614039,3.5872377836517706,0.05263157894736842,1,5.307334651583592,11.662726700000004,3.20858022458959,1,0.9366214182691155,0.03924275459803921,0.030054717941986036,0.035817592134231684,0.9521769422960707,0.05386526285103314,0.05328484374823118,0.03207231996048348,0.021005994874055727,44.51,94.85
10,-0.49737047538002055,21,-0.05204440612044303,2.013804141339286,0.09066868870714014,2.265707609,2.0696863949999997,0.045023588364874786,16,0.05183332498918373,0.2241032169999999,1.04467529375,-0.36133028669450074,0.05150679214432439,0.46823496762354755,12,0.8863845497171704,25.82496335,1.3714444374999992,-0.9913307645129561,0.03351712661433433,130.280334,36.408938660000004,0.033971034481038755,0.17388012008108183,3.3755874177268258e-06,0.9892776887919599,47.13122748,1.162586350000005,-0.4107669478898943,0.9023535695835905,0.8483394155645381,1.2745952242187855,0.690207066964286,4.533434435357007,0.07142857142857142,1,5.183332498918372,12.303741000000002,3.3448473574232844,1,0.9242118760774488,0.045309928043741225,0.03383158086708553,0.045023588364874786,0.9530794855524957,0.05679130433970109,0.05150679214432439,0.03351712661433433,0.021563622386578957,43.58,93.92
