Batch_ID,Flour_kg_mean,Flour_kg_q75,Flour_kg_kurtosis,Sugar_kg_min,Yeast_kg_trend_slope,Yeast_kg_num_peaks,Yeast_kg_num_valleys,Salt_kg_mean,Salt_kg_min,Salt_kg_max,Salt_kg_skewness,Salt_kg_trend_r2,Mixer_Speed_RPM_min,Mixing_Temp_C_num_valleys,Fermentation_Temp_C_mean,Fermentation_Temp_C_min,Fermentation_Temp_C_max,Fermentation_Temp_C_median,Fermentation_Temp_C_q25,Oven_Temp_C_std,Oven_Temp_C_min,Oven_Temp_C_range,Oven_Temp_C_skewness,Oven_Temp_C_cv,Oven_Temp_C_num_peaks,Oven_Temp_C_num_valleys,Oven_Humidity_pct_range,Oven_Humidity_pct_q75,Oven_Humidity_pct_trend_r2,Oven_Humidity_pct_trend_pvalue,batch_duration,Water_Temp_C_Oven_Temp_C_correlation,Fermentation_Temp_C_Oven_Temp_C_correlation,Flour_kg_mean_deviation,Yeast_kg_max_deviation,Salt_kg_mean_deviation,Water_Temp_C_max_consecutive_oot,Mixer_Speed_RPM_critical_deviation_ratio,Fermentation_Temp_C_mean_deviation,Oven_Temp_C_deviation_std,Oven_Temp_C_max_deviation,Oven_Temp_C_out_of_tolerance_ratio,Oven_Temp_C_max_consecutive_oot,Oven_Humidity_pct_max_deviation,Oven_Humidity_pct_max_consecutive_oot,Flour_kg_mean_change_rate,Yeast_kg_mean_change_rate,Mixer_Speed_RPM_change_rate_std,Oven_Temp_C_change_rate_std,Oven_Temp_C_volatility,Final_Weight,Quality_Score
1,9.975822173454544,10.135566834999999,-0.0773541099540731,4.585764023,-0.0006461238794372294,16,17,1.0159271719272727,0.915287205,1.098457861,-0.37118334336536457,0.012140916269956928,128.7828034,9,36.98544539545454,36.68287486,37.46493978,36.98122509,36.873270135,0.9384712419112891,178.1588182,4.479063599999989,0.24474794426436394,0.0052080632928200735,16,16,3.565959069999998,45.716819720000004,1.316457863140215e-07,0.9979023522799046,59,-0.2661879210386665,-0.04676365064119121,-0.2417782654545468,9.3698504,1.5927171927272732,2,0.09090909090909091,-0.03933676904176966,0.5213729121729384,1.4654898888888903,0.01818181818181818,1,4.140698666666667,0,0.02826108692273393,0.05652541044778011,0.007017177116258317,0.004477487421415753,0.0052080632928200735,46.41,98.78
2,10.005623963392157,10.140032825,-0.22676755231107215,4.610694943,-0.0004947674572850682,14,14,0.9912805275490196,0.885403466,1.074045343,-0.05279194101290699,0.025109829342368876,128.8891151,9,36.94057575411765,36.5654846,37.32107119,36.93863647,36.85286544,0.9356852656435368,178.2742289,3.5968455999999946,0.034963446782858155,0.005199880584110248,14,14,3.627871330000005,45.693189915000005,0.010532772903154138,0.4735928675869324,58,0.1425102366126531,-0.037682952294771546,0.05623963392156885,10.522914000000005,-0.8719472450980396,1,0.09803921568627451,-0.16060606995230542,0.5198251475797426,1.0394858333333288,0.0,0,4.569891844444448,1,0.027388833369729602,0.047077277765435174,0.009753483420014888,0.004838890200368218,0.005199880584110248,44.11,91.02
3,9.902018596369567,10.1617931825,-0.9145417399677553,4.526775897,0.00033014491199506734,10,11,0.993274510652174,0.892082904,1.077191915,-0.5636759317653441,0.010007453704835405,129.3041706,8,37.00075347652173,36.63768164,37.44988204,37.0146433,36.864633125000005,1.0115894521949624,177.4946963,4.469958100000014,-0.179380701593368,0.005623809678460893,12,13,4.170884389999998,45.4963302575,0.04938107698493213,0.1377263856952618,59,0.09929656105022029,0.10966705918620803,-0.9798140363043466,11.973261300000004,-0.6725489347826088,1,0.10869565217391304,0.0020364230317279595,0.5619941401083125,1.3918353888888961,0.06521739130434782,2,5.685067844444439,1,0.03795657135088352,0.053604419296536546,0.011578807192183935,0.004322828921102128,0.005623809678460893,43.7,90.75
4,9.996358930679246,10.1864171,0.257707893754088,4.605938284,0.0003976149221899683,15,16,0.9878416016792455,0.901515777,1.064421681,0.09190875217513511,0.00045789345569605876,128.4964022,10,36.99970749698114,36.68602582,37.33541184,37.04312963,36.91306126,1.0161538992981063,177.6393411,4.617181399999993,-0.3714382125243523,0.0056424446353905075,15,14,4.405036420000002,45.77083396,0.07889265290155974,0.04162201684160521,59,0.10585230931059052,0.1187763546556894,-0.036410693207546946,11.126479499999997,-1.2158398320754717,2,0.09433962264150944,-0.0007905486996435548,0.5645299440545034,1.311477166666669,0.03773584905660377,1,4.979777000000007,1,0.03071318714376818,0.056477221969916225,0.00849541717010257,0.003818616777708088,0.0056424446353905075,44.36,89.94
5,9.97940586774138,10.13821269,-0.012657402282875818,4.64294699,-0.0013657771477437023,18,18,1.0049017848448276,0.905367757,1.099717247,-0.4564070899597699,1.1043028298000122e-05,129.2851869,9,36.98631315948276,36.56773922,37.44864879,37.009185744999996,36.850185635,1.0434589619234385,178.1143421,4.205876100000012,0.043060046210393506,0.005794204885693004,17,17,4.127295670000002,45.7956085275,0.02332100539048538,0.2524447531704589,59,-0.2776574219337342,-0.20991161210417011,-0.2059413225862067,11.955392850000003,0.4901784844827592,2,0.10344827586206896,-0.036991460857408974,0.5796994232907992,1.2890101111111107,0.05172413793103448,1,5.17841184444445,1,0.025056352096879706,0.0649236212803677,0.008814272500197525,0.00449286683655585,0.005794204885693004,44.82,96.36
6,10.057400698888888,10.269062595000001,-0.1259539118411781,4.50286724,-0.0005439922884314839,15,14,0.9873980481851851,0.875326474,1.076995757,-0.5067781297594576,0.011355821972845796,129.7402533,12,36.93172196388889,36.50638645,37.2490082,36.90139843,36.810812567499994,0.9651131706232495,177.5418306,4.155059200000011,-0.09693517994800974,0.005365490836204079,15,14,4.398149839999995,45.6023524625,0.061611267258680706,0.0703318383128934,58,0.004534864880506722,-0.008007231459671582,0.5740069888888883,12.513751900000003,-1.2601951814814814,1,0.09259259259259259,-0.18453523273273348,0.536173983679583,1.3656496666666682,0.018518518518518517,1,5.194949199999996,1,0.0309490552341403,0.05333588144798984,0.00861335224866521,0.004439242394157718,0.005365490836204079,42.75,92.29
7,10.013289944727273,10.275207875,-0.6425802792108892,4.625656976,-0.000984891898412699,16,16,0.9952342722,0.905634202,1.095114157,0.2991137944641071,0.019484362185642878,128.5374505,9,36.95797771145455,36.55030069,37.27531449,36.98349255,36.857420425,0.8626520349623,178.2716457,3.312004900000005,-0.19130227254430499,0.004791529680148313,17,19,4.551436850000002,45.878905865,0.0027962103246955044,0.7014057038372781,58,-0.08181119090223819,-0.04714548710413312,0.1328994472727261,11.04693564999999,-0.4765727800000003,1,0.05454545454545454,-0.11357375282555221,0.4792511305346111,0.960196833333337,0.0,0,5.887636622222219,1,0.029199439892773776,0.0478238962673013,0.007786393671266431,0.004638869036816357,0.004791529680148313,45.01,95.06
8,10.012843041166667,10.203414195,-0.4611481533141579,4.64571549,0.0010997563890577493,12,13,0.9990466113541666,0.897698383,1.088672367,0.014386656750268406,0.0025280961442427133,129.0954619,8,36.98360577291667,36.64272264,37.3971069,37.008229395,36.862571405,0.9325432544144511,177.5010025,4.374222900000007,-0.28058222203217803,0.005177955331466593,13,13,4.33521949,45.6664585125,0.028689780026727552,0.24976961062673203,58,0.07168109978891955,0.06509444624655042,0.12843041166666716,11.100562449999995,-0.09533886458333296,1,0.16666666666666666,-0.044308721846847275,0.5180795857858063,1.3883319444444453,0.020833333333333332,1,5.077822444444438,1,0.03302135044724816,0.05432513313992412,0.011352893761419913,0.004076738197929174,0.005177955331466593,43.36,92.56
9,10.06837779526316,10.27517015,-0.9153841204604891,4.610532025,-0.000720951136375421,15,16,0.9960308181929826,0.883372733,1.108625279,-0.06966874548338833,0.0009074652399676777,129.2481714,10,36.96244206649123,36.56776758,37.32527005,36.94171213,36.82980431,1.0995885074587923,177.7643482,4.7711312000000135,-0.13603685522785777,0.006109997791674493,16,14,4.416063999999999,45.72063923,0.015018954821446306,0.36378447559871296,59,0.1832420676322714,0.08200943656903344,0.6837779526315796,9.011268300000008,-0.39691818070175366,1,0.05263157894736842,-0.1015079284020865,0.6108825041437735,1.4085996666666745,0.08771929824561403,1,5.2415084666666685,1,0.03460274724479131,0.03924275459803921,0.0072546050562388885,0.00480534366918713,0.006109997791674493,44.2,94.87
10,9.988909871660713,10.1599999875,-0.3633412242550489,4.550802185,-0.0006719363832877645,16,17,1.006339607482143,0.87696259,1.101065807,-0.43554265037824386,0.009785660537716854,130.280334,11,37.04138366946428,36.60356688,37.50990719,37.0367788,36.902563235,1.0358058463910307,177.4217071,4.730366300000014,-0.2099604224003356,0.00575427250706062,15,16,3.8890148999999994,45.4859014525,4.919263977080941e-05,0.9590841694659296,59,0.11133608332408369,0.1331449593849506,-0.1109012833928572,13.285380450000005,0.6339607482142847,2,0.017857142857142856,0.11184775530888079,0.5754476924394616,1.432384944444449,0.05357142857142857,1,4.736061066666666,1,0.033022486018129196,0.045309928043741225,0.008018083504467128,0.005172140074180675,0.00575427250706062,43.99,90.95
