Batch_ID,Flour_kg_num_valleys,Sugar_kg_min,Sugar_kg_skewness,Sugar_kg_num_peaks,Salt_kg_mean,Salt_kg_max,Salt_kg_median,Salt_kg_range,Salt_kg_q25,Salt_kg_q75,Salt_kg_skewness,Salt_kg_kurtosis,Water_Temp_C_iqr,Mixer_Speed_RPM_min,Mixer_Speed_RPM_range,Mixing_Temp_C_q25,Fermentation_Temp_C_std,Fermentation_Temp_C_max,Fermentation_Temp_C_range,Fermentation_Temp_C_iqr,Fermentation_Temp_C_skewness,Fermentation_Temp_C_cv,Fermentation_Temp_C_num_valleys,Oven_Temp_C_std,Oven_Temp_C_max,Oven_Temp_C_range,Oven_Temp_C_kurtosis,Oven_Temp_C_cv,Oven_Temp_C_trend_slope,Oven_Humidity_pct_q75,batch_duration,Water_Temp_C_Oven_Temp_C_diff_std,Mixing_Temp_C_Oven_Temp_C_diff_std,Mixing_Temp_C_Oven_Temp_C_correlation,Fermentation_Temp_C_Oven_Temp_C_diff_std,Sugar_kg_max_consecutive_oot,Salt_kg_mean_deviation,Salt_kg_out_of_tolerance_ratio,Mixer_Speed_RPM_max_deviation,Mixer_Speed_RPM_max_consecutive_oot,Fermentation_Temp_C_deviation_std,Oven_Temp_C_deviation_std,Oven_Temp_C_max_deviation,Flour_kg_change_rate_std,Mixer_Speed_RPM_mean_change_rate,Fermentation_Temp_C_stability,Fermentation_Temp_C_mean_change_rate,Fermentation_Temp_C_volatility,Oven_Temp_C_stability,Oven_Temp_C_volatility,Final_Weight,Quality_Score
1,14,4.585764023,-0.05219405479022306,14,1.0157728091886793,1.090379516,1.030392017,0.175092311,0.982195398,1.049401446,-0.4862036770103055,-0.6912816566519124,1.501624109999998,128.7828034,41.54052709999999,36.71515052,0.1688658527735481,37.46493978,0.7526220100000032,0.22437887999999617,0.4831783737580945,0.0045641025095890025,16,0.9655728159383995,182.6378818,4.762976699999996,-0.2080448112022415,0.005361649390857193,-0.02009393692952754,45.72244699,57,1.4010252937545664,2.234658593011457,-0.3295049184824172,0.9804049969476152,2,1.5772809188679244,0.09433962264150944,14.144797733333329,20,0.45639419668526515,0.5364293421879996,1.4654898888888903,0.018781229247633487,0.010747577330376092,0.8599022306677724,0.005806833856042952,0.0045641025095890025,0.5252809380624406,0.005361649390857193,44.1,93.84
2,13,4.610694943,0.17369587570418715,11,0.9913207150943397,1.074045343,0.993458006,0.18864187700000012,0.95032035,1.028163828,-0.1086662142270789,-0.8996779426973345,1.4741186299999995,128.8891151,42.293360199999995,36.4414633,0.16937231309908252,37.32107119,0.7555865900000001,0.20931424000000476,-0.1687736320622624,0.004583585028881308,12,0.9446618931408509,181.8710745,4.116304299999996,-0.695322535412799,0.005251161710856144,0.017811011860990166,45.70640562,58,1.1133221924403784,1.8951864550938413,0.23593970064140185,0.9645827150319158,1,-0.867928490566038,0.07547169811320754,14.121650199999996,20,0.4577630083758986,0.5248121628560283,1.2473498888888912,0.02436029745489191,0.011518878485518674,0.8682009729019676,0.004610681645056715,0.004583585028881308,0.5410092136348831,0.005251161710856144,45.86,95.37
3,17,4.526775897,-0.15090547781222916,14,0.9986881605,1.107956058,1.0039269335,0.21587315400000007,0.9745371205,1.02617695275,-0.33032977305127764,0.3226216688474097,1.4306168899999996,129.3041706,41.18881110000001,36.308693160000004,0.1592604486542399,37.39496016,0.7572785199999998,0.2230487499999967,0.28849790198433356,0.004304736716217367,12,1.0608495047596576,181.9646544,4.469958100000014,-0.39388199354451325,0.005899410773106195,-0.0001854229754668849,45.4890166925,59,1.2854501728230765,1.981523643815619,0.01574127433876114,1.0700462527101595,3,-0.13118394999999947,0.0625,13.797219600000005,20,0.43043364501145925,0.5893608359775875,1.3918353888888961,0.023908610807116145,0.012960669724771594,0.8740182030761061,0.004797191726723842,0.004304736716217367,0.4987308636579466,0.005899410773106195,44.49,95.03
4,12,4.605938284,0.2724890309388697,13,0.989928559814815,1.064421681,0.98731635,0.16290590400000005,0.9528197575,1.025444893,0.06505135396372524,-1.0544546613579788,1.5101995374999966,128.4964022,42.18482019999999,36.5523567325,0.15188921467137564,37.33541184,0.6493860200000015,0.1710567800000078,-0.17694827900051074,0.004104882396847763,11,1.077089817057526,182.2565225,4.8570974999999805,-0.3170030119766474,0.00598274025189325,0.011639842771107457,45.757553085,59,1.2729732642533178,1.9409345568389678,0.128765938967229,1.067396410925569,1,-1.007144018518519,0.018518518518518517,14.335731866666663,20,0.4105113910037179,0.5983832316986255,1.4447638888888845,0.02470144181489932,0.011671501782459577,0.8781055606663812,0.004212451967482024,0.004104882396847763,0.514343063277022,0.00598274025189325,45.42,98.21
5,15,4.64294699,0.13368193708280074,16,1.0041287812982456,1.099717247,1.006070156,0.19434949,0.98861395,1.031557235,-0.4305343133945404,0.13891573663864865,1.5051121100000024,129.2851869,41.00700709999998,36.63769766,0.19198613653791946,37.44864879,0.88090957,0.2615803600000035,-0.1369357207153849,0.005190105209610956,16,1.025615505049477,182.3202182,4.205876100000012,-0.3989939816990571,0.005696099580853087,-0.01791054738786621,45.79529076,59,1.5703362728426733,2.3564803221261332,-0.29534739270957083,1.0668939607527936,2,0.4128781298245623,0.10526315789473684,13.80987539999999,21,0.5188814501024851,0.5697863916941539,1.2890101111111107,0.0192434494794467,0.010990124943973913,0.8459623781196147,0.006511494784717159,0.005190105209610956,0.5166781276480321,0.005696099580853087,43.69,95.35
6,16,4.50286724,0.09585509571032523,16,0.9861848489655172,1.076995757,0.988339684,0.20166928299999998,0.9598296165,1.019301767,-0.4451022342430753,-0.0928935371828854,1.451089732499998,129.7402533,41.65722299999999,36.490044867499996,0.1795064654884343,37.25966875,0.7532823000000022,0.27494302000000914,-0.08163610800052694,0.004859555588682702,17,0.947426081412905,181.6968898,4.155059200000011,-0.5653654686210285,0.0052663975434446226,-0.007657218136515954,45.6023524625,59,1.3323776473123747,2.111779205813936,-0.14590882424934237,0.9524640220628859,1,-1.381515103448275,0.08620689655172414,14.264984199999997,21,0.48515260942820077,0.5263478230071694,1.3656496666666682,0.0219918759860983,0.010721441134128797,0.8495470841276722,0.005973994964713366,0.004859555588682702,0.5440597637615601,0.0052663975434446226,44.11,92.32
7,11,4.625656976,0.30566255939531833,16,0.9944314849056602,1.095114157,0.991998066,0.18221828000000007,0.961295426,1.024385771,0.2999192431535565,-0.8743945699182047,1.6646358900000031,128.5374505,42.5138685,36.10353876,0.16821051375984156,37.23964508,0.6893443900000022,0.22465349000000145,-0.4989705966918324,0.004552073034577558,12,0.8372371782184571,181.5836506,3.1595702999999844,-0.9084202720327772,0.004650098887736416,-0.002194151636832833,45.88727619,57,1.2961033573135032,1.9793798911713578,-0.03506902960076204,0.8319467782333264,1,-0.5568515094339624,0.07547169811320754,14.30836633333333,19,0.45462301016173395,0.46513176567692055,0.879805888888888,0.02385920427414094,0.011860228417431775,0.8607521931313048,0.004949928890148447,0.004552073034577558,0.5360023140070159,0.004650098887736416,46.12,94.89
8,17,4.64571549,0.33654395070242077,13,0.9973235621800001,1.088672367,0.993565198,0.19097398399999999,0.95838488475,1.0449234892500001,0.04160377384490556,-0.9233458887397665,1.4825866824999991,129.0954619,41.92458389999999,36.3230769325,0.1594238289809101,37.3971069,0.7543842599999948,0.217715237500002,0.04061027911380747,0.004310462091855457,15,0.9329941124380793,181.8752254,4.374222900000007,-0.05377738991807579,0.00518153264386264,0.004903172739495855,45.6415013075,58,1.260826335921093,1.8735056015487335,0.1057563172962868,0.9285351923593596,1,-0.26764378199999955,0.08,14.013363866666662,20,0.4308752134619192,0.5183300624655995,1.3883319444444453,0.0228757468894652,0.011713507949868458,0.8654940651196009,0.005372252819328383,0.004310462091855457,0.5235167117534633,0.00518153264386264,44.4,93.02
9,17,4.610532025,0.13984670960674625,16,0.9945686051607143,1.108625279,0.994813246,0.225252546,0.9637729807500001,1.0325153660000002,-0.05934835046042571,-0.5516007575299842,1.205127322500001,129.2481714,41.557985099999996,36.4410424825,0.1829265952089333,37.32527005,0.7575024699999986,0.26156243500000187,-0.0053194756836146915,0.0049496665492907935,16,1.0761604925219352,182.5354794,4.7711312000000135,-0.4724377503350823,0.005978639298196921,0.004318661510594733,45.7303232975,59,1.2562936302824823,2.1174213053243283,0.13011620084622635,1.0565663715089995,3,-0.5431394839285708,0.10714285714285714,13.87077099999999,19,0.49439620326738737,0.597866940289964,1.4085996666666745,0.02481982458730631,0.01045342994716812,0.852066869047507,0.005665232181017375,0.0049496665492907935,0.5004571210650434,0.005978639298196921,44.58,89.91
10,14,4.550802185,-0.07063924037712348,16,1.0032748404814815,1.101065807,1.0106908455,0.2241032169999999,0.9714137442499999,1.03935765325,-0.46858672607671265,-0.29281239013294913,1.3742699899999984,130.143328,40.301094199999994,36.44386866,0.18899107667650814,37.41081912,0.8072522399999968,0.2516227500000028,-0.056371421975098736,0.0051047210730771776,15,1.0038627781341631,182.1520734,4.730366300000014,-0.1231666545189598,0.00557542270898152,0.004326562283209371,45.4535204425,59,1.2134691278489618,2.0220775608023582,0.08312288034984583,0.973062855759886,2,0.3274840481481474,0.14814814814814814,13.629614799999995,20,0.5107866937202923,0.5577015434078684,1.432384944444449,0.021393883696410827,0.010563949657118762,0.8589978133869546,0.005213036947114524,0.0051047210730771776,0.5076423723889895,0.00557542270898152,43.85,96.01
