Batch_ID,Flour_kg_q75,Flour_kg_iqr,Flour_kg_kurtosis,Sugar_kg_trend_slope,Yeast_kg_trend_pvalue,Yeast_kg_num_peaks,Yeast_kg_num_valleys,Salt_kg_num_peaks,Water_Temp_C_mean,Water_Temp_C_iqr,Mixer_Speed_RPM_trend_slope,Mixer_Speed_RPM_trend_r2,Mixing_Temp_C_mean,Mixing_Temp_C_min,Mixing_Temp_C_q25,Mixing_Temp_C_skewness,Mixing_Temp_C_trend_r2,Mixing_Temp_C_trend_pvalue,Mixing_Temp_C_num_valleys,Oven_Temp_C_q75,Oven_Temp_C_iqr,Oven_Temp_C_trend_slope,Oven_Temp_C_num_peaks,Oven_Humidity_pct_min,Oven_Humidity_pct_median,Oven_Humidity_pct_q75,Oven_Humidity_pct_skewness,Oven_Humidity_pct_trend_slope,Oven_Humidity_pct_num_peaks,batch_duration,time_steps,Water_Temp_C_Mixing_Temp_C_correlation,Mixing_Temp_C_Fermentation_Temp_C_diff_mean,Mixing_Temp_C_Oven_Temp_C_diff_std,Mixing_Temp_C_Oven_Temp_C_correlation,Flour_kg_max_consecutive_oot,Yeast_kg_max_deviation,Yeast_kg_max_consecutive_oot,Water_Temp_C_mean_deviation,Mixer_Speed_RPM_max_consecutive_oot,Mixing_Temp_C_mean_deviation,Yeast_kg_stability,Yeast_kg_mean_change_rate,Salt_kg_stability,Salt_kg_mean_change_rate,Salt_kg_change_rate_std,Mixer_Speed_RPM_stability,Mixer_Speed_RPM_change_rate_std,Oven_Temp_C_stability,Oven_Temp_C_mean_change_rate,Final_Weight,Quality_Score
1,10.135566834999999,0.3466775259999988,-0.0773541099540731,-0.0011313663158730165,0.41113533603097885,16,17,13,26.42500069418182,1.433057875000003,-0.7796257053318905,0.7110231950629222,37.89088927054545,34.83942048,36.41659047,-0.0455886752799876,0.9148968006757755,5.010742522893967e-30,9,180.99239725,1.514456100000018,-0.019614678405483435,16,43.1366856,44.8734811,45.716819720000004,-0.08939975339103677,2.161250432900149e-05,17,59,55,0.869757263582852,0.9054438750909094,2.2562359534318626,-0.34436141401145215,1,9.3698504,2,-0.28301624837049777,21,-0.28713349856459286,0.9164001657861507,0.05652541044778011,0.9589521280292539,0.05013729878658945,0.03178889347489261,0.3105740423172525,0.007017177116258317,0.5362695097343783,0.005829259857344344,44.52,95.41
2,10.140032825,0.31637823150000166,-0.22676755231107215,0.001986730539366521,0.5268635882371593,14,14,14,26.516239196470586,1.3830825450000006,-0.872307895647059,0.71337277254934,37.93602323882353,34.68446867,36.52515058,0.07114058952246594,0.9260633667655115,2.2787181355943142e-29,9,180.65584175,1.3548054500000148,0.012532901692307719,14,43.42858,44.8823327,45.693189915000005,0.44158051200248377,-0.007122379636199088,15,58,51,0.8863375464231661,0.9954474847058825,1.914544034164926,0.14263424317606985,1,10.522914000000005,1,0.06127998668146493,21,-0.16835989783281693,0.9280840723968776,0.047077277765435174,0.9532188739835572,0.05766801847244327,0.042269451226593896,0.297430912919996,0.009753483420014888,0.530988645301115,0.00574314698468554,44.79,94.91
3,10.1617931825,0.5420186102499986,-0.9145417399677553,0.0023584735917977174,0.7747602106147613,10,11,15,26.38777565413043,1.528737432499998,-0.9238019771384519,0.6675722072323053,37.836713902173926,35.06601533,36.44261429,0.10874247119855301,0.9213437512562578,6.322139728695573e-26,8,180.64102342500001,1.3177788250000333,-0.004202489047178624,12,42.44171947,44.854114734999996,45.4963302575,-0.15090580817851168,-0.015611513889608372,14,59,46,0.9090584091657405,0.8359604256521734,2.0099818872808117,-0.04091775103608819,1,11.973261300000004,1,-0.42348809762100176,19,-0.42970025743707163,0.9156610114117615,0.053604419296536546,0.9616155489164151,0.04545682382691697,0.03847356589700057,0.27667478192269646,0.011578807192183935,0.5155751780883394,0.005934196340874261,45.23,94.48
4,10.1864171,0.3705652060000002,0.257707893754088,-0.0007227398159167925,0.6661899399672304,15,16,14,26.417294266603776,1.5776946999999986,-0.7818878125141104,0.6706499116398829,37.976762202264155,34.49496327,36.52071431,-0.14511444924642855,0.9136711935147774,8.646325317137967e-29,10,180.8178579,1.3094719000000055,0.008437522625383168,15,42.83586323,45.01525793,45.77083396,-0.030515292442111118,-0.01698707424286405,16,59,53,0.9011202534874048,0.9770547052830194,2.0002609482868077,0.08145055336598421,2,11.126479499999997,2,-0.31209710715557104,19,-0.06115209930486495,0.9175469683353729,0.056477221969916225,0.9595982378701998,0.05480189786098946,0.04082902024882513,0.29375048766146317,0.00849541717010257,0.5310028163263838,0.0058621575267383715,44.55,95.36
5,10.13821269,0.35360761674999885,-0.012657402282875818,0.0010271203849395514,0.09731063458167345,18,18,19,26.473682922586203,1.4804152950000002,-0.7044448611492201,0.6674575825589751,38.08543934568966,34.27762958,36.6555022425,-0.2153900033902041,0.8975469245316675,2.204083419568237e-29,9,180.742080875,1.3945313250000027,-0.016117604121935452,17,42.66971467,45.11826703,45.7956085275,-0.3309979100280131,-0.009437141470669647,17,59,58,0.9350143567517049,1.0991261862068968,2.33651893709767,-0.2632162393584183,1,11.955392850000003,2,-0.0993097260897854,22,0.22484038339383033,0.9070351727146627,0.0649236212803677,0.9599136025336036,0.05088690012718108,0.03401803951288555,0.3128674400849174,0.008814272500197525,0.5100870528974262,0.006251081426710183,43.74,91.6
6,10.269062595000001,0.4166175407500017,-0.1259539118411781,-0.00049998412334667,0.5175220616119928,15,14,17,26.510351777037044,1.414470484999999,-0.7824988932570994,0.6886910199279287,37.95993094907408,34.98244657,36.6904468675,0.14532274592433234,0.9341436014895216,2.1858779520459152e-32,12,180.4926309,1.369184974999996,-0.00682339675242994,15,42.66227286,45.122541455000004,45.6023524625,-0.0741483768477964,0.016768133016199765,17,58,54,0.9185815013255179,1.0282089851851857,2.0223550593151325,-0.1172072065621842,1,12.513751900000003,2,0.039063309573723975,21,-0.10544487085769913,0.9151488276718863,0.05333588144798984,0.9578827134938664,0.05646724750933085,0.038794235685146165,0.303627879626752,0.00861335224866521,0.5401397963496165,0.005953598812092135,43.35,97.46
7,10.275207875,0.4896298684999998,-0.6425802792108892,0.001010807102092353,0.18790806276897845,16,16,14,26.324825080545455,1.7706019600000005,-0.7363113641991342,0.6477657526158277,37.70180652527273,34.56519085,36.038152620000005,0.013830492849398517,0.9295100920174449,3.375932764124938e-32,9,180.75698615,1.2541046000000051,-0.005029897503607611,17,42.35056352,45.27403884,45.878905865,-0.579383392927476,-0.003427799554112546,18,58,55,0.916272437458547,0.7438288138181817,2.0755885203135973,-0.08732868397344985,1,11.04693564999999,1,-0.6610374319039457,19,-0.7847196703349282,0.9253498813612447,0.0478238962673013,0.9532689041718024,0.058630165560281125,0.045989279698714705,0.31027217626323106,0.007786393671266431,0.5354949536845903,0.00640293127019952,43.84,91.24
8,10.203414195,0.38301324625,-0.4611481533141579,0.00019377147150456299,0.2705985317246305,12,13,15,26.522056025208332,1.4183283675000027,-0.9808176600195395,0.7571247823248716,37.948853390416666,35.09744914,36.3368844175,0.017560306434142005,0.9293502175865069,4.1018062887929565e-28,8,180.737440725,1.3097674250000182,0.004464797812635752,13,42.7149799,44.946039604999996,45.6664585125,-0.008234301965561061,0.012598994984802431,12,58,48,0.9294683574543138,0.9652476174999999,1.819174306794474,0.10561669355415698,1,11.100562449999995,2,0.0832302838050308,20,-0.13459634100877263,0.9107331133913867,0.05432513313992412,0.9548173006223587,0.06151429326167821,0.040775693919800314,0.28252308372119544,0.011352893761419913,0.5212454075352823,0.005702116476986352,44.88,94.69
9,10.27517015,0.4853684810000001,-0.9153841204604891,-0.00011315475090744238,0.21495115364965728,15,16,15,26.51113984157895,1.233795360000002,-0.703203184845735,0.6619202656709049,37.797668891228064,33.74621715,36.43098235,-0.21935457305582495,0.9304198374488143,1.633905151905148e-33,10,180.6729702,1.5485624000000087,0.006683330710396729,16,42.64132119,45.24044751,45.72063923,-0.42688475735839954,-0.006684274029686273,15,59,57,0.8928888333215613,0.8352268247368421,2.1000428536778544,0.14939097620092906,1,9.011268300000008,1,0.04203713803376393,20,-0.5324502862419209,0.9366214182691155,0.03924275459803921,0.9521769422960707,0.05386526285103314,0.0462502099378577,0.3148268405467652,0.0072546050562388885,0.4943431764228401,0.006448074432470875,44.82,96.34
10,10.1599999875,0.3415119440000005,-0.3633412242550489,0.00045013236869446337,0.37488889860821606,16,17,15,26.44572012142857,1.3714444374999992,-0.7363242313431305,0.6636611233691214,37.81846051785714,33.91816723,36.408938660000004,-0.1075517396877342,0.9156993437736937,1.1209360789339799e-30,11,180.5051119,1.1689500999999893,0.00011668424470261085,15,43.24221258,45.08574579,45.4859014525,0.027404071326458012,-0.0003902959750512851,18,59,56,0.9023535695835905,0.7770768483928567,2.1156982833917444,0.010596979907129121,1,13.285380450000005,1,-0.20482973045822073,21,-0.47773547932330895,0.9242118760774488,0.045309928043741225,0.9530794855524957,0.05679130433970109,0.04846770774622286,0.32410075516981135,0.008018083504467128,0.5035732301203796,0.006552855706841192,44.1,90.95
