Batch_ID,Flour_kg_skewness,Flour_kg_num_peaks,Sugar_kg_median,Yeast_kg_max,Yeast_kg_range,Mixer_Speed_RPM_std,Mixer_Speed_RPM_min,Mixer_Speed_RPM_range,Mixer_Speed_RPM_q25,Mixer_Speed_RPM_cv,Mixing_Temp_C_min,Mixing_Temp_C_range,Mixing_Temp_C_kurtosis,Mixing_Temp_C_num_valleys,Fermentation_Temp_C_std,Fermentation_Temp_C_max,Fermentation_Temp_C_range,Fermentation_Temp_C_q75,Fermentation_Temp_C_iqr,Fermentation_Temp_C_cv,Fermentation_Temp_C_num_peaks,Oven_Temp_C_std,Oven_Temp_C_cv,Oven_Temp_C_trend_slope,Oven_Humidity_pct_min,Oven_Humidity_pct_skewness,Water_Temp_C_Oven_Temp_C_correlation,Fermentation_Temp_C_Oven_Temp_C_diff_std,Flour_kg_max_consecutive_oot,Yeast_kg_max_deviation,Mixer_Speed_RPM_deviation_std,Mixer_Speed_RPM_critical_deviation_ratio,Mixing_Temp_C_max_deviation,Mixing_Temp_C_critical_deviation_ratio,Fermentation_Temp_C_deviation_std,Fermentation_Temp_C_out_of_tolerance_ratio,Fermentation_Temp_C_max_consecutive_oot,Oven_Temp_C_deviation_std,Oven_Humidity_pct_max_deviation,Oven_Humidity_pct_out_of_tolerance_ratio,Water_Temp_C_change_rate_std,Mixer_Speed_RPM_volatility,Fermentation_Temp_C_volatility,Oven_Temp_C_stability,Oven_Temp_C_mean_change_rate,Oven_Temp_C_change_rate_std,Oven_Temp_C_volatility,Oven_Humidity_pct_stability,Oven_Humidity_pct_mean_change_rate,Oven_Humidity_pct_change_rate_std,Final_Weight,Quality_Score
1,0.2392944331927634,16,4.972894746,2.175911715,0.36330872299999983,14.812521745403176,128.7828034,42.1825738,135.30250215,0.09819322026104779,34.83942048,6.21479832,-1.1811502841602668,9,0.17364734220730088,37.46493978,0.7820649200000034,37.10655138,0.23328124500000058,0.00469501827950521,16,0.9384712419112891,0.0052080632928200735,-0.019614678405483435,43.1366856,-0.08939975339103677,-0.2661879210386665,0.9535641359713259,1,9.3698504,9.875014496935451,0.09090909090909091,8.317314526315785,0.0,0.4693171411008132,0.0,0,0.5213729121729384,4.140698666666667,0.0,0.011823613371928563,0.09819322026104779,0.00469501827950521,0.5362695097343783,0.005829259857344344,0.004477487421415753,0.0052080632928200735,0.5016850106852017,0.028300014413916934,0.016277381868805334,47.06,95.12
2,0.4541816298922565,14,4.948589518,2.10969785,0.32015613,15.353509978267152,128.8891151,42.293360199999995,134.9598436,0.10156144362423505,34.68446867,6.403228540000001,-1.193752430974518,9,0.16315872682768914,37.32107119,0.7555865900000001,37.04956824,0.19670279999999707,0.004416788950819272,14,0.9356852656435368,0.005199880584110248,0.012532901692307719,43.42858,0.44158051200248377,0.1425102366126531,0.9464243538102864,1,10.522914000000005,10.235673318844768,0.09803921568627451,8.725082447368418,0.0,0.4409695319667274,0.0,0,0.5198251475797426,4.569891844444448,0.0196078431372549,0.01338639081693886,0.10156144362423505,0.004416788950819272,0.530988645301115,0.00574314698468554,0.004838890200368218,0.005199880584110248,0.49711564429297783,0.028830999194882,0.0195279373166968,44.89,93.88
3,0.15241707203180643,15,5.0155858030000005,2.200242747,0.439707973,15.17633782566473,129.3041706,41.18881110000001,134.80831725000002,0.10012944222704105,35.06601533,5.74233263,-1.2098784397293232,8,0.16546576480892847,37.44988204,0.8122004000000018,37.093454275,0.2288211499999946,0.004471956629583835,12,1.0115894521949624,0.005623809678460893,-0.004202489047178624,42.44171947,-0.15090580817851168,0.09929656105022029,0.9959599473373548,1,11.973261300000004,10.117558550443153,0.10869565217391304,7.721012289473688,0.0,0.4472047697538607,0.0,0,0.5619941401083125,5.685067844444439,0.021739130434782608,0.009710268950367359,0.10012944222704105,0.004471956629583835,0.5155751780883394,0.005934196340874261,0.004322828921102128,0.005623809678460893,0.5249701788313612,0.024263588630720964,0.016875575836687806,45.08,96.37
4,0.20404296405237823,15,5.032765023,2.189514861,0.4120444510000001,14.744861568747366,128.4964022,42.18482019999999,135.0559543,0.09839623372830295,34.49496327,6.63071162,-0.950720211080871,10,0.15201339499640318,37.33541184,0.6493860200000015,37.08620194,0.17314068000000304,0.004108502614751919,14,1.0161538992981063,0.0056424446353905075,0.008437522625383168,42.83586323,-0.030515292442111118,0.10585230931059052,0.9998780965561753,2,11.126479499999997,9.829907712498242,0.09433962264150944,9.223780868421054,0.0,0.4108470135037923,0.0,0,0.5645299440545034,4.979777000000007,0.03773584905660377,0.010064076785356904,0.09839623372830295,0.004108502614751919,0.5310028163263838,0.0058621575267383715,0.003818616777708088,0.0056424446353905075,0.5336267138949686,0.02448003812987584,0.020223620062547604,44.64,94.1
5,0.30958475164450555,13,5.0128490175,2.201355429,0.44046328599999995,14.560776956023583,129.2851869,41.00700709999998,135.2115763,0.09743169737364571,34.27762958,7.033218359999999,-0.92699824114779,9,0.19333635731821916,37.44864879,0.88090957,37.119454402500004,0.2692687675000016,0.005227240587202201,18,1.0434589619234385,0.005794204885693004,-0.016117604121935452,42.66971467,-0.3309979100280131,-0.2776574219337342,1.0908725131555623,1,11.955392850000003,9.707184637349055,0.10344827586206896,9.795711631578941,0.0,0.5225306954546465,0.0,0,0.5796994232907992,5.17841184444445,0.05172413793103448,0.008209389315113419,0.09743169737364571,0.005227240587202201,0.5100870528974262,0.006251081426710183,0.00449286683655585,0.005794204885693004,0.48512572309610547,0.02960637747712752,0.020430796826984274,45.42,98.39
6,0.012850892855096593,13,5.0276023895,2.200965014,0.45124005199999995,14.834028994466433,129.7402533,41.65722299999999,136.505438275,0.09816509571226005,34.98244657,6.5921077100000005,-1.0552181520399817,12,0.17588469044291408,37.2490082,0.7426217499999979,37.0831435075,0.27233094000000335,0.004762428641017353,16,0.9651131706232495,0.005365490836204079,-0.00682339675242994,42.66227286,-0.0741483768477964,0.004534864880506722,0.9732549088362458,1,12.513751900000003,9.889352662977622,0.09259259259259259,9.406721789473686,0.0,0.4753640282240921,0.0,0,0.536173983679583,5.194949199999996,0.05555555555555555,0.011397744196577976,0.09816509571226005,0.004762428641017353,0.5401397963496165,0.005953598812092135,0.004439242394157718,0.005365490836204079,0.4911273942619814,0.029766707360056644,0.01972838998730392,45.25,93.95
7,0.021830447969851823,13,4.963653292,2.220938713,0.4187772049999998,14.656735384110457,128.5374505,42.5138685,135.59515775,0.09729903618481031,34.56519085,6.200068129999998,-1.2246707918626734,9,0.1756369240842881,37.27531449,0.7250137999999993,37.09165255,0.23423212499999835,0.004752341306538864,17,0.8626520349623,0.004791529680148313,-0.005029897503607611,42.35056352,-0.579383392927476,-0.08181119090223819,0.8803137253688735,1,11.04693564999999,9.771156922740305,0.05454545454545454,9.03897144736842,0.0,0.4746943894169949,0.0,0,0.4792511305346111,5.887636622222219,0.05454545454545454,0.010963440625481368,0.09729903618481031,0.004752341306538864,0.5354949536845903,0.00640293127019952,0.004638869036816357,0.004791529680148313,0.5113757807131107,0.027454532317474863,0.020977574138936615,47.42,95.78
8,0.1888924913106734,16,4.943058777999999,2.222011249,0.39544558799999985,15.780929572839261,129.0954619,41.92458389999999,133.44224425,0.10479587195180373,35.09744914,5.781344959999998,-1.2545551711644127,8,0.16250878969436175,37.3971069,0.7543842599999948,37.084092985,0.221521580000001,0.004394076410293341,16,0.9325432544144511,0.005177955331466593,0.004464797812635752,42.7149799,-0.008234301965561061,0.07168109978891955,0.9263151566404544,1,11.100562449999995,10.520619715226175,0.16666666666666666,7.6382917368421,0.0,0.43921294511989667,0.0,0,0.5180795857858063,5.077822444444438,0.08333333333333333,0.009460713566959999,0.10479587195180373,0.004394076410293341,0.5212454075352823,0.005702116476986352,0.004076738197929174,0.005177955331466593,0.4996886743920486,0.02942323149708155,0.018386630083589678,47.01,97.33
9,-0.04438631715485371,16,4.967677148,2.180225366,0.33794833000000013,14.346263115205977,129.2481714,41.557985099999996,136.2242175,0.09547840242541297,33.74621715,7.178624859999999,-1.0163565677564876,10,0.18530602763166337,37.32527005,0.7575024699999986,37.0944258,0.26462149000000323,0.005013359974925869,14,1.0995885074587923,0.006109997791674493,0.006683330710396729,42.64132119,-0.42688475735839954,0.1832420676322714,1.0903138858376074,1,9.011268300000008,9.564175410137318,0.05263157894736842,11.194165394736844,0.03508771929824561,0.5008271017071982,0.0,0,0.6108825041437735,5.2415084666666685,0.03508771929824561,0.009039574203874233,0.09547840242541297,0.005013359974925869,0.4943431764228401,0.006448074432470875,0.00480534366918713,0.006109997791674493,0.532429390496897,0.021005994874055727,0.016193154746394267,44.58,92.9
10,-0.49737047538002055,21,4.996687446499999,2.265707609,0.4886201990000001,14.74133182157901,130.280334,40.16408819999998,135.8342116,0.09758726238201146,33.91816723,6.678584409999999,-1.079028571435677,11,0.20784379641141307,37.50990719,0.9063403099999974,37.200073957499995,0.2975107224999931,0.005611123986784349,10,1.0358058463910307,0.00575427250706062,0.00011668424470261085,43.24221258,0.027404071326458012,0.11133608332408369,1.0197342033428423,1,13.285380450000005,9.827554547719341,0.017857142857142856,10.741665184210522,0.017857142857142856,0.5617399903011164,0.03571428571428571,1,0.5754476924394616,4.736061066666666,0.017857142857142856,0.008988906584393361,0.09758726238201146,0.005611123986784349,0.5035732301203796,0.006552855706841192,0.005172140074180675,0.00575427250706062,0.5497067439913569,0.021563622386578957,0.016469811557569235,41.13,99.47
