Batch_ID,Flour_kg_mean,Flour_kg_max,Flour_kg_median,Flour_kg_q25,Flour_kg_kurtosis,Sugar_kg_mean,Sugar_kg_median,Yeast_kg_q25,Salt_kg_iqr,Salt_kg_trend_slope,Salt_kg_trend_r2,Water_Temp_C_trend_pvalue,Mixer_Speed_RPM_mean,Mixer_Speed_RPM_std,Mixer_Speed_RPM_median,Mixer_Speed_RPM_iqr,Mixer_Speed_RPM_skewness,Mixer_Speed_RPM_cv,Mixing_Temp_C_max,Mixing_Temp_C_num_valleys,Fermentation_Temp_C_mean,Fermentation_Temp_C_std,Fermentation_Temp_C_q75,Fermentation_Temp_C_iqr,Fermentation_Temp_C_kurtosis,Fermentation_Temp_C_cv,Fermentation_Temp_C_trend_slope,Fermentation_Temp_C_trend_r2,Fermentation_Temp_C_trend_pvalue,Oven_Humidity_pct_skewness,Water_Temp_C_Fermentation_Temp_C_correlation,Mixing_Temp_C_Fermentation_Temp_C_correlation,rpm_per_kg_flour,Flour_kg_mean_deviation,Flour_kg_max_deviation,Sugar_kg_mean_deviation,Mixer_Speed_RPM_mean_deviation,Mixer_Speed_RPM_deviation_std,Mixer_Speed_RPM_max_deviation,Mixer_Speed_RPM_out_of_tolerance_ratio,Mixer_Speed_RPM_max_consecutive_oot,Fermentation_Temp_C_mean_deviation,Fermentation_Temp_C_deviation_std,Yeast_kg_mean_change_rate,Yeast_kg_change_rate_std,Water_Temp_C_stability,Water_Temp_C_mean_change_rate,Mixer_Speed_RPM_volatility,Mixing_Temp_C_mean_change_rate,Fermentation_Temp_C_volatility,Final_Weight,Quality_Score
1,9.975822173454544,10.71757598,9.978489761,9.788889309,-0.0773541099540731,4.968058721418181,4.972894746,1.947286993,0.06406663099999999,-0.00031805194033189,0.012140916269956928,2.8382907893666395e-24,150.8507583927273,14.812521745403176,152.8946522,30.107401600000003,-0.12002838151798935,0.09819322026104779,41.0542188,9,36.98544539545454,0.17364734220730088,37.10655138,0.23328124500000058,-0.005047644390645534,0.00469501827950521,0.00016865775036076347,0.00024212843546776646,0.9102241946579568,-0.08939975339103677,0.0843510954421549,-0.0032971305959584537,15.121636670122092,-0.2417782654545468,7.175759799999995,-0.6388255716363648,0.5671722618181811,9.875014496935451,14.144797733333329,0.7272727272727273,21,-0.03933676904176966,0.4693171411008132,0.05652541044778011,0.03872637667749807,0.7573075667355497,0.014279178240422918,0.09819322026104779,0.01610325202194761,0.00469501827950521,44.07,94.55
2,10.005623963392157,10.6114987,9.963663028,9.823654593499999,-0.22676755231107215,4.953046524960785,4.948589518,1.9376985425,0.08095629149999994,0.0005420083879638009,0.025109829342368876,3.510928736560319e-19,151.174593727451,15.353509978267152,153.5521878,30.774329999999992,-0.14341078517980582,0.10156144362423505,41.08769721,9,36.94057575411765,0.16315872682768914,37.04956824,0.19670279999999707,-0.17374535852456585,0.004416788950819272,-0.0006201516497737654,0.003192768756853871,0.6937031716049991,0.44158051200248377,-0.08852781600431314,-0.052366583153634315,15.10896214774386,0.05623963392156885,6.114987000000003,-0.9390695007843138,0.7830624849673209,10.235673318844768,14.121650199999996,0.7647058823529411,21,-0.16060606995230542,0.4409695319667274,0.047077277765435174,0.03822815209843711,0.7246615469738471,0.016739968262157557,0.10156144362423505,0.013190052580356626,0.004416788950819272,43.1,93.06
3,9.902018596369567,10.5550142,9.8857990575,9.619774572250002,-0.9145417399677553,5.015542155326087,5.0155858030000005,1.9342012720000001,0.05170022600000013,0.0003039444123342579,0.010007453704835405,2.5716627162487603e-22,151.5671863152174,15.17633782566473,156.0434279,31.47235224999997,-0.2791019565274879,0.10012944222704105,40.80834796,8,37.00075347652173,0.16546576480892847,37.093454275,0.2288211499999946,0.3243867226421089,0.004471956629583835,0.0021832696589577606,0.03136699396037042,0.23900451617115528,-0.15090580817851168,0.2245445063697398,0.1591962652045336,15.306695785320716,-0.9798140363043466,5.89545524,0.310843106521739,1.0447908768115937,10.117558550443153,13.797219600000005,0.717391304347826,19,0.0020364230317279595,0.4472047697538607,0.053604419296536546,0.041941509773976975,0.7755544580953606,0.013832348360171122,0.10012944222704105,0.01602624739036138,0.004471956629583835,43.81,92.2
4,9.996358930679246,10.78977423,9.994797599,9.815851894,0.257707893754088,5.02889313037736,5.032765023,1.907431198,0.0730029379999999,5.919428616352183e-05,0.00045789345569605876,5.243061676785919e-28,149.8518897528302,14.744861568747366,149.8107639,29.636030300000016,-0.027686791990910745,0.09839623372830295,41.12567489,10,36.99970749698114,0.15201339499640318,37.08620194,0.17314068000000304,-0.4922743056267187,0.004108502614751919,0.0031992161191742945,0.10563597013066829,0.017567864864970417,-0.030515292442111118,0.3042555160706898,0.2916140686990473,14.99064717383531,-0.036410693207546946,7.897742300000007,0.5778626075471711,-0.09874016477987435,9.829907712498242,14.335731866666663,0.6981132075471698,19,-0.0007905486996435548,0.4108470135037923,0.056477221969916225,0.043828595916435086,0.7865735425626427,0.011818241747778156,0.09839623372830295,0.015373851610942612,0.004108502614751919,46.08,93.35
5,9.97940586774138,10.69374457,9.9571904355,9.78460507325,-0.012657402282875818,5.0294879705862074,5.0128490175,1.937681502,0.045085685249999896,8.438807560982301e-06,1.1043028298000122e-05,1.2311793234656424e-31,149.4459949741379,14.560776956023583,149.59348089999997,28.700167850000014,-0.0008956940117922065,0.09743169737364571,41.31084794,9,36.98631315948276,0.19333635731821916,37.119454402500004,0.2692687675000016,-0.639249279444245,0.005227240587202201,-0.00013194392475929438,0.0001328160293053182,0.9315770640083425,-0.3309979100280131,0.0007095923736762186,-0.03105529358181802,14.975440116853541,-0.2059413225862067,6.937445699999997,0.5897594117241374,-0.36933668390804664,9.707184637349055,13.80987539999999,0.7068965517241379,22,-0.036991460857408974,0.5225306954546465,0.0649236212803677,0.04284084408283946,0.796722181520033,0.0107334281214043,0.09743169737364571,0.01697232101970954,0.005227240587202201,44.5,96.31
6,10.057400698888888,10.70461672,10.020005784999999,9.85244505425,-0.1259539118411781,5.014168094629631,5.0276023895,1.94460159325,0.05823229600000013,0.0003204159844482565,0.011355821972845796,5.591339361868436e-24,151.11307014814818,14.834028994466433,152.74729435,28.406299675000014,-0.07837139554404814,0.09816509571226005,41.57455428,12,36.93172196388889,0.17588469044291408,37.0831435075,0.27233094000000335,-0.7473924830404552,0.004762428641017353,0.0001419479561654448,0.00016120459366213217,0.9273961784488001,-0.0741483768477964,0.01498851639942028,0.01650045519248428,15.025062108228692,0.5740069888888883,7.329435919999998,0.2833618925925926,0.7420467654320988,9.889352662977622,14.264984199999997,0.7407407407407407,21,-0.18453523273273348,0.4753640282240921,0.05333588144798984,0.0426014044116175,0.7530014192448424,0.01689784467076547,0.09816509571226005,0.013201917214915964,0.004762428641017353,43.76,93.25
7,10.013289944727273,10.64461189,9.991058865,9.7855780065,-0.6425802792108892,4.997079712781819,4.963653292,1.9042395085,0.06877442249999999,0.000440919264357864,0.019484362185642878,1.3553708170732317e-27,150.63597707454548,14.656735384110457,151.8671028,29.60946575,-0.044861118579324795,0.09729903618481031,40.76525898,9,36.95797771145455,0.1756369240842881,37.09165255,0.23423212499999835,-0.42870592978914734,0.004752341306538864,0.0003050461002885722,0.0007742278326274837,0.8401867662895104,-0.579383392927476,0.021383265168013105,0.009577661288325079,15.043604839772597,0.1328994472727261,7.430044670000005,-0.05840574436363481,0.42398471636363516,9.771156922740305,14.30836633333333,0.6909090909090909,19,-0.11357375282555221,0.4746943894169949,0.0478238962673013,0.03643933834322673,0.7490956608774394,0.015267650912852163,0.09729903618481031,0.014216639211607552,0.004752341306538864,44.58,91.54
8,10.012843041166667,10.60797262,9.99607572,9.82040094875,-0.4611481533141579,4.9749451153125,4.943058777999999,1.97716590825,0.08347014800000019,-0.00018405093991532727,0.0025280961442427133,7.234019909304362e-24,150.5873206541667,15.780929572839261,150.2904767,32.88936422500001,-0.07934346276750436,0.10479587195180373,40.8787941,8,36.98360577291667,0.16250878969436175,37.084092985,0.221521580000001,-0.2966404369386413,0.004394076410293341,-0.0018075717466348286,0.024248978504539234,0.29056133172367254,-0.008234301965561061,-0.10555468521331852,-0.15029779624083162,15.039416880404898,0.12843041166666716,6.0797262,-0.50109769375,0.3915471027777772,10.520619715226175,14.013363866666662,0.7708333333333334,20,-0.044308721846847275,0.43921294511989667,0.05432513313992412,0.03803015164840644,0.7721482757616037,0.01129375072619228,0.10479587195180373,0.014387349063957234,0.004394076410293341,43.52,92.71
9,10.06837779526316,10.70621462,10.1102081,9.789801669,-0.9153841204604891,4.974124807350877,4.967677148,1.963087793,0.07382893200000007,9.632314862587451e-05,0.0009074652399676777,1.6056219241492548e-26,150.2566313508772,14.346263115205977,152.3817235,28.80934339999999,-0.07247637910058269,0.09547840242541297,40.92484201,10,36.96244206649123,0.18530602763166337,37.0944258,0.26462149000000323,-0.7619786082079152,0.005013359974925869,0.000982858262898632,0.0077504032083627085,0.5149167563122203,-0.42688475735839954,-0.01446870021349091,0.08295340104896659,14.923618720541853,0.6837779526315796,7.062146200000008,-0.5175038529824555,0.17108756725146143,9.564175410137318,13.87077099999999,0.6842105263157895,20,-0.1015079284020865,0.5008271017071982,0.03924275459803921,0.030054717941986036,0.7647748041832012,0.01295080968970054,0.09547840242541297,0.014551180643469861,0.005013359974925869,44.98,93.3
10,9.988909871660713,10.45843098,10.023128419999999,9.8184880435,-0.3633412242550489,4.983013002821429,4.996687446499999,1.9542216305,0.07145813699999992,0.0003143860907382092,0.009785660537716854,1.6469979087299925e-26,151.05795020535714,14.74133182157901,152.7007033,29.707174374999994,-0.12722331628965758,0.09758726238201146,40.59675164,11,37.04138366946428,0.20784379641141307,37.200073957499995,0.2975107224999931,-0.30261549468803484,0.005611123986784349,0.002348824856801103,0.033971034481038755,0.17388012008108183,0.027404071326458012,0.26084787580182706,0.16860069129934646,15.122566140467429,-0.1109012833928572,6.642804560000001,-0.33973994357142967,0.7053001369047617,9.827554547719341,13.629614799999995,0.7321428571428571,21,0.11184775530888079,0.5617399903011164,0.045309928043741225,0.03383158086708553,0.7588706930506969,0.014838802225429663,0.09758726238201146,0.016481737492982772,0.005611123986784349,44.5,93.69
