Batch_ID,Flour_kg_q25,Sugar_kg_trend_slope,Yeast_kg_min,Salt_kg_trend_slope,Salt_kg_trend_r2,Salt_kg_trend_pvalue,Water_Temp_C_num_valleys,Mixing_Temp_C_mean,Mixing_Temp_C_min,Mixing_Temp_C_max,Mixing_Temp_C_q75,Mixing_Temp_C_trend_slope,Fermentation_Temp_C_trend_slope,Fermentation_Temp_C_num_peaks,Oven_Temp_C_q25,Oven_Temp_C_trend_slope,Oven_Humidity_pct_std,Oven_Humidity_pct_iqr,Oven_Humidity_pct_cv,Oven_Humidity_pct_trend_slope,Oven_Humidity_pct_num_valleys,Water_Temp_C_Mixing_Temp_C_diff_mean,Water_Temp_C_Mixing_Temp_C_diff_std,Water_Temp_C_Oven_Temp_C_correlation,Mixing_Temp_C_Fermentation_Temp_C_diff_mean,Mixing_Temp_C_Fermentation_Temp_C_correlation,Mixing_Temp_C_Oven_Temp_C_correlation,Flour_kg_max_consecutive_oot,Sugar_kg_max_consecutive_oot,Water_Temp_C_max_consecutive_oot,Mixer_Speed_RPM_max_deviation,Mixer_Speed_RPM_critical_deviation_ratio,Mixer_Speed_RPM_max_consecutive_oot,Mixing_Temp_C_mean_deviation,Mixing_Temp_C_max_deviation,Mixing_Temp_C_critical_deviation_ratio,Mixing_Temp_C_max_consecutive_oot,Fermentation_Temp_C_max_deviation,Oven_Temp_C_out_of_tolerance_ratio,Oven_Humidity_pct_deviation_std,Oven_Humidity_pct_out_of_tolerance_ratio,Flour_kg_change_rate_std,Sugar_kg_change_rate_std,Salt_kg_change_rate_std,Oven_Temp_C_stability,Oven_Temp_C_mean_change_rate,Oven_Humidity_pct_stability,Oven_Humidity_pct_mean_change_rate,Oven_Humidity_pct_change_rate_std,Oven_Humidity_pct_volatility,Final_Weight,Quality_Score
1,9.818527971,-0.0012400882692307704,1.812602992,-0.0002678829012256085,0.008154799619432955,0.5201838550614486,11,38.02849024754716,35.09178078,41.0542188,39.39250982,0.10820377293097883,-0.0004546981188517793,15,179.4358852,-0.02009393692952754,0.9526518599536781,1.4688840600000006,0.0211684340743467,-0.0023335172544750866,17,-11.515360866037737,1.0887441373037612,-0.22792818090823816,1.029791726037736,-0.08157275152225296,-0.3295049184824172,1,2,1,14.144797733333329,0.09433962264150944,20,0.07497433565044695,8.037417894736846,0.0,7,1.2565940000000047,0.03773584905660377,2.1170041332303957,0.0,0.018781229247633487,0.02688637574355462,0.03320437510604053,0.5252809380624406,0.0059462084260859605,0.49998713380762944,0.029162723602921166,0.017064354499376082,0.0211684340743467,43.27,92.02
2,9.832900441,0.0019176622077890701,1.818697776,0.00022521543992904376,0.00476625442272195,0.6232802330178981,9,37.93808135132076,34.54577384,41.08769721,39.5776691,0.11890780611353009,-0.0009666825745847536,14,179.279788,0.017811011860990166,1.0056748340930568,1.478598009999999,0.02234169299499281,-0.004170453147073038,17,-11.403094838301888,1.1865528946220114,0.2283034294340157,0.9861513594339626,-0.10402712931035127,0.23593970064140185,1,1,1,14.121650199999996,0.09433962264150944,20,-0.1629438123138028,9.090068842105255,0.0,11,1.174365945945952,0.018867924528301886,2.234832964651237,0.018867924528301886,0.02436029745489191,0.027987371355892122,0.041339704534414906,0.5410092136348831,0.005395243202611614,0.5027120444787049,0.028221259075677494,0.018903327319792863,0.02234169299499281,44.59,92.22
3,9.65949687625,0.0025109443290816332,1.760534774,0.0003249051525184536,0.010750280505241133,0.4831163451446886,9,37.74562350708334,35.06601533,40.80834796,39.22604078,0.11772099159900135,0.0002583187776812941,15,179.167877925,-0.0001854229754668849,0.9077961143008755,1.362326102499999,0.020277975783521925,-0.016044368923686478,13,-11.412498060208334,0.9529384436648269,0.1349827562347487,0.7490638674999995,0.024467088951779938,0.01574127433876114,1,3,1,13.797219600000005,0.08333333333333333,20,-0.6694118234649129,7.721012289473688,0.0,10,1.0674598918918827,0.0625,2.01732469844639,0.020833333333333332,0.023908610807116145,0.03735897035711597,0.045432887099985886,0.4987308636579466,0.006377794893541187,0.5405965220512808,0.022581999697703636,0.015915749861902185,0.020277975783521925,44.56,93.03
4,9.8162545115,-0.0002557391196874456,1.77747041,0.00015079759893272323,0.00306966755864079,0.6906905060731645,11,37.89615385092593,34.49496327,41.12567489,39.388668785,0.10801277256984941,0.0031000139241470943,15,179.478260525,0.011639842771107457,0.9017529675510345,1.2742812325000017,0.01998732908699661,-0.020695966884314843,17,-11.508307809814816,1.072194263920682,0.13446012142794936,0.8940670705555561,0.2834701975110226,0.128765938967229,2,1,2,14.335731866666663,0.09259259259259259,20,-0.2732793396686152,9.223780868421054,0.0,5,0.9065184864864838,0.05555555555555555,2.003895483446743,0.018518518518518517,0.02470144181489932,0.0282770912643693,0.03897799978278207,0.514343063277022,0.006385847436095996,0.5445336150775039,0.02229336844465486,0.01757970432272396,0.01998732908699661,44.53,92.94
5,9.782371677,0.0009520572677599135,1.804133486,-3.3863223295307975e-05,0.00017202098309830716,0.9228601819432352,8,38.06055633157895,34.27762958,41.31084794,39.37022202,0.10634782505703916,6.880108439202005e-05,18,179.344594,-0.01791054738786621,1.0404402675300652,1.601803050000001,0.023133901454856696,-0.010840208922089688,16,-11.594248438421053,1.0302346457928702,-0.2994895862562052,1.0697577284210529,-0.013297155879646645,-0.29534739270957083,1,2,2,13.80987539999999,0.10526315789473684,21,0.1593587673130204,9.795711631578941,0.0,8,1.2125642972972974,0.05263157894736842,2.3120894834001455,0.05263157894736842,0.0192434494794467,0.033121510650966315,0.034233982217714974,0.5166781276480321,0.006079303062304525,0.4898952049647697,0.029231668637869974,0.020347136461693394,0.023133901454856696,44.43,93.98
6,9.8448359055,-0.0013674044894336926,1.749724962,0.000296147594081639,0.011704104891802807,0.4188849717662807,12,37.889303777413794,34.35763612,41.57455428,39.590229845,0.10189822108800643,0.0007701486760589504,16,179.259056225,-0.007657218136515954,1.1109609479870146,1.3673952500000013,0.024684887103092756,0.012037887066043276,17,-11.413923376206899,0.9670284655143074,-0.028743214336713615,0.9504392634482763,0.0710655040818863,-0.14590882424934237,1,1,1,14.264984199999997,0.08620689655172414,21,-0.2913058489110701,9.585168105263152,0.0,5,1.3340906756756734,0.017241379310344827,2.4688021066378103,0.06896551724137931,0.0219918759860983,0.028974161486101067,0.036953225416613104,0.5440597637615601,0.005691456657960777,0.48478143603441953,0.029720821993594677,0.020486010176007256,0.024684887103092756,42.79,95.1
7,9.835262056,-0.00042868328455087984,1.802161508,9.887868722786612e-05,0.0009762978503968573,0.8242339851702645,11,37.751340056981135,34.56519085,40.76525898,39.30668551,0.11110659272939849,-0.00020640791565878925,17,179.5396077,-0.002194151636832833,1.0387385310680843,1.322102980000004,0.02301796356082133,-0.0018103428543783306,19,-11.375582266981132,0.9790084210426424,-0.0460024736350018,0.798832379245283,-0.033182900399711106,-0.03506902960076204,1,1,1,14.30836633333333,0.05660377358490566,19,-0.6543682711022835,9.03897144736842,0.0,10,1.21540354054054,0.0,2.308307846817965,0.05660377358490566,0.02385920427414094,0.02567590344645822,0.04266290488428695,0.5360023140070159,0.006024996947970615,0.5110280066217247,0.029077815177687295,0.02068262743028743,0.02301796356082133,43.91,93.47
8,9.81300732625,-0.0005091754884513785,1.729459637,-0.00030106023543817484,0.007286744609602735,0.5555834850213625,9,37.9637136138,35.09744914,41.13998585,39.5883636225,0.11586891734405762,-0.0015307588148859694,18,179.400513925,0.004903172739495855,1.0380931483776037,1.590444380000001,0.023137837837199665,0.011051982325090042,16,-11.430024583999998,0.9212030862964131,0.07078460423535649,0.9783914874,-0.1322121005341862,0.1057563172962868,1,1,1,14.013363866666662,0.16,20,-0.09549049000000043,8.263120657894744,0.0,5,1.0732618918918841,0.02,2.3068736630613413,0.08,0.0228757468894652,0.028187509744318006,0.0436331452670951,0.5235167117534633,0.00552476933402694,0.4959822903961333,0.02953647670551419,0.019188196296949744,0.023137837837199665,42.97,95.09
9,9.788120768999999,-0.0002792780293233097,1.842277036,0.00019466285362269246,0.0036734840360682737,0.6572328262333103,8,37.82333697410714,33.74621715,40.92484201,39.487223575,0.1176054380440875,0.001373059926520851,14,179.180029525,0.004318661510594733,0.9113150348681072,1.1241688124999953,0.020199445286232458,-0.0063610671083390215,13,-11.290722750714284,1.2816466428692028,0.14370411693896493,0.8659796678571429,0.10599752995240697,0.13011620084622635,1,3,1,13.87077099999999,0.05357142857142857,19,-0.46490269971804526,11.194165394736844,0.03571428571428571,11,1.1681957297297252,0.07142857142857142,2.025144521929127,0.03571428571428571,0.02481982458730631,0.03272798127358812,0.044968386441929575,0.5004571210650434,0.006384585984889358,0.5290952176287447,0.021388065864455928,0.016094806554106493,0.020199445286232458,45.29,93.27
10,9.821064455,0.0009582230965504091,1.77708741,0.00022872122614827533,0.0048666164408835135,0.6161924785362596,10,37.830412870925926,33.91816723,40.59675164,39.4582120125,0.1129803294457785,0.0030034707406136874,13,179.379547625,0.004326562283209371,0.9041121553665281,1.0993157925000006,0.020095597441438337,-0.0031072886979226504,15,-11.367949736666667,1.1163277043343653,0.17506536151393295,0.8076110427777773,0.2213902815754874,0.08312288034984583,1,2,2,13.629614799999995,0.018518518518518517,20,-0.4462819186159852,10.741665184210522,0.018518518518518517,9,1.1103219459459441,0.037037037037037035,2.00913812303673,0.018518518518518517,0.021393883696410827,0.030846844490412705,0.05075855710866004,0.5076423723889895,0.006948766643025018,0.5445472723651207,0.022404719941128096,0.016969448819245045,0.020095597441438337,44.53,92.46
